TEXTO,CARRERA,LABEL
paraphrase with variations with variations with variations with interesets per carrer civil in quiero disear soluciones que hagan las ciudades más habitables,CIVIL,1
me gusta trabajar en equipo para crear proyectos significativos,CIVIL,1
paraphrase with variations with interesets per carrer civil in disfruto trabajando en equipo para crear proyectos significativos,CIVIL,1
paraphrase with variations with interessets per carrer civil in disfruto trabajando en equipo para crear proyectos significativos,CIVIL,1
paraphrase with variations with interest per carrer civil in disfruto trabajando en equipo para crear proyectos significativos,CIVIL,1
estoy interesado en la ingeniería ambiental y su impacto,CIVIL,1
paraphrase with variations with variations with paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with,CIVIL,1
paraphrase with variations with paraphrase with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with,CIVIL,1
creo que podemos construir un futuro más sostenible,CIVIL,1
paraphrase with variations with interesets per carrer civil in creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que pode,CIVIL,1
paraphrase with variations with interesets per carrer civil in creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible,CIVIL,1
paraphrase with variations with interesets per carrer civil in creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos construir un futuro más sostenible en creo que podemos realizar un futuro más sostenible en creo que pode,CIVIL,1
me motiva a crear tecnología que facilite la educación,INFORMÁTICA,2
variations with interests per carrer informtica in me motiva crear tecnologa que facilite la educación que facilite la educación,INFORMÁTICA,2
variations with variations with interests per carrer informtica in me motiva crear tecnologa que facilite la educación que facilite la educación,INFORMÁTICA,2
variations with interests per carrer informtica in me motiva crear tecnologa que facilite la educación que facilite la educación que facilite la educación,INFORMÁTICA,2
quiero desarrollar herramientas para ayudar a las personas con discapacidad,INFORMÁTICA,2
paraphrase with variations with interests per carrer informtica in quiero desarrollar herramientas que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con,INFORMÁTICA,2
paraphrase with variations with variations with interests per carrer informtica in quiero desarrollar herramientas que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a persona,INFORMÁTICA,2
paraphrase with variations with interests per carrer informtica in quiero desarrollar herramientas que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con discapacidades que ayuden a personas con discapacidades,INFORMÁTICA,2
me gusta colaborar en proyectos de código abierto,INFORMÁTICA,2
paraphrase with variations with interests per carrer informtica in disfruto colaborando en proyectos de código abierto en proyectos de código abierto en disfruto colaborando en proyectos de código abierto en disfruto colaborando en proyectos de código abierto en dis,INFORMÁTICA,2
