TEXTO,LABEL
las los he con problemas tenido números matemáticas nunca,11
siempre las de los una he tenido números buena matemáticas comprensión,11
me cómo las interesa una empresa financieras decisiones afectan,11
cómo las una empresa quiero financieras decisiones afectan saber,11
me de que todo en libre gusta orden asegurarme errores está,11
me de que todo en gusta orden asegurarme está,11
las más quiero ayudar ser empresas rentables,11
me las más ayudar ser empresas rentables gustaría,11
las más quiero ayudar empresas ganar dinero,11
de en la problemas satisfacción complejos solución,11
problemas resolver es complejos satisfactorio,11
me las en la el vida empresas preocupa trabajo entre equilibrio personal,12
me la el vida preocupa trabajo entre equilibrio personal,12
de quiero trabajo saludables entornos promover,12
me de trabajo saludables entornos promover gustaría,12
de que hacer quiero es trabajo saludables entornos promover algo,12
me en gusta mediar soluciones conflictos buscar,12
me de la gusta soluciones búsqueda mediación,12
que más el humano creo es capital recurso valioso,12
más el humano es capital recurso valioso,12
más el humano es capital recurso valioso según yo,12
me cómo interesa la sus gente lograr metas motivar,12
la quiero sus gente objetivos lograr motivar,12
que la quiero sus gente metas alcance,12
siempre me ha las de por qué sociedades manera intrigado cierta trabajan,13
siempre me funcionan las por he qué como lo hacen sociedades preguntado,13
siempre cómo funcionan las curiosidad he sobre tenido sociedades,13
entender las quiero sociales desigualdades,13
entender las quiero desigualdades,13
me tendencias gusta analizar sociales datos,13
me tendencias gusta analizar sociales datos,13
me los gusta analizar datos,13
que hacer en una la sociedad diferencia creo puedo,13
me de apasiona la sobre cuestiones género diversidad investigación,13
me las de cuestiones género diversidad interesan,13
de en estoy investigar cuestiones género diversidad interesado,13
me cómo las interesa la gente decisiones afectan económicas común,14
me cómo las interesa la gente decisiones afectan económicas,14
cómo las la quiero gente decisiones afectan económicas saber,14
me entender las de financieras causas crisis gustaría,14
entender las de quiero financieras causas crisis,14
me la gusta estudiar económicas teorías realidad aplicarlas,14
me la gusta económicas teorías realidad aplicar,14
que más siento contribuir un puedo sistema económico justo,14
que hacer en una el diferencia creo puedo sistema económico,14
de por la estoy el mundo mercado fascinado inversión valores,14
de en estoy el mercado interesado valores,14
de por estoy el mercado fascinado valores,14
siempre de que he sentido lo un tenido fuerte bien está mal,15
de que sentido lo un fuerte bien tengo está mal,15
de que sentido lo un bien buen tengo está mal,15
en estoy sobre diferentes sistemas aprender legales interesado,15
me diferentes conocer sistemas gustaría jurídicos,15
quiero sobre diferentes sistemas aprender legales,15
me de mis con gusta defender puntos vista argumentos sólidos,15
me de mis gusta defender puntos vista,15
disfruto de mis defendiendo puntos vista,15
me por la justicia luchar igualdad gustaría,15
por la quiero justicia luchar,15
me ser juez fiscal encantaría,15
quiero ser juez fiscal,15
siento mi un fe servir profundizar llamado,16
me siento mi fe servir profundizar llamado,16
me siento mi fe servir profundizar obligado,16
las de en estoy aplicación el su estudio escrituras hoy interesado,16
las en estoy aplicación estudiar su escrituras interesado,16
las de en estoy el estudio escrituras interesado,16
las disfruto de en mi participando comunidad actividades religiosa,16
me las de en mi gusta participar comunidad actividades religiosa,16
disfruto en participando actividades,16
mi quiero vida ayudar otros dedicar espiritualmente,16
de quiero ayudar otros manera alguna,16
los quiero ayudar demás,16
me que apasiona el es entre culturas religiones diálogo algo,16
me de maneras más hacer recursos con gusta buscar menos,0
me de encontrar maneras más hacer recursos con gusta menos,0
me de encontrar maneras más hacer con gusta menos,0
entender cómo funcionan las de quiero cadenas suministro,0
cómo funcionan las de quiero cadenas suministro saber,0
me entender cómo funcionan las de cadenas suministro gustaría,0
me optimizar mi gusta tiempo actividades diarias,0
me mi gusta tiempo actividades maximizar,0
me mi gusta tiempo actividades diarias maximizar,0
mejorar procesos que siento los en puedo cualquier área,0
mejorar procesos que los creo puedo,0
mejorar procesos que los en creo puedo cualquier área,0
me cómo se la intriga puede sin aumentar productividad sacrificar calidad,0
la puede sin productividad sacrificar calidad aumentarse,0
cómo en la estoy sin aumentar productividad sacrificar calidad interesado,0
siempre las de grandes he obras admirado ingeniería civil,1
las de obras son ingeniería civil geniales,1
siempre me ha gustado la ingeniería civil,1
de más la quiero contribuir mundo un sostenible construcción,1
construir quiero ayudar mundo un sostenible,1
más construir quiero ayudar mundo un sostenible,1
me con problemas gusta resolver soluciones prácticos creativas,1
me con problemas gusta resolver soluciones creativas,1
me con problemas gusta resolver soluciones prácticos creativas,1
me siento la con el diseño construcción conectado,1
siento una la con el conexión diseño construcción,1
me cómo interesa la afecta sociedad infraestructura,1
cómo la quiero afecta sociedad infraestructura saber,1
me software gusta nuevas explorar aplicaciones,2
en estoy software nuevas aplicaciones interesado,2
me de en encanta desafíos participar programación hackathons,2
me de los en gusta desafíos participar programación,2
quiero ser futuro del parte,2
me la tecnología gusta sobre gente enseñar,2
me tecnología gusta sobre otros enseñar,2
en una empresa con sueño trabajar tecnológica líder,2
me de en una tecnología trabajar encantaría compañía,2
de en una quiero tecnología trabajar compañía,2
me de la fascina través redes el idea mundo conectar invisibles,3
me de la fascina redes idea invisibles,3
de la través redes para el idea mundo es conectar invisibles intrigante mí,3
las mejorar de la quiero calidad velocidad comunicaciones,3
las mejorar de la quiero calidad comunicaciones,3
me las mejorar de la calidad velocidad comunicaciones gustaría,3
me las gusta tecnologías sobre nuevas aprender inalámbricas,3
me gusta tecnologías sobre nuevas aprender inalámbricas,3
me gusta tecnologías sobre nuevas aprender,3
las de que la el son sociedad creo futuro global telecomunicaciones,3
las de que la el sociedad creo futuro telecomunicaciones mundial serán,3
las de que la el son sociedad creo futuro telecomunicaciones mundial,3
me cómo apasiona la tecnología puede gente explorar unir,3
me cómo interesa la tecnología puede gente unir,3
cómo en la tecnología puede estoy gente explorar unir interesado,3
siempre cómo mejorar los en estoy espacios donde pensando vivimos,4
cómo mejorar los en lugares donde vivimos pienso,4
cómo mejorar que los en lugares vivimos pienso,4
en con estoy el ambiente arquitectura sostenible respetuosa medio interesado,4
en la estoy arquitectura sostenible interesado,4
me interesa la arquitectura sostenible,4
me gusta crear modelos 3d dibujar,4
me gusta crear modelos 3d dibujar,4
me gusta crear modelos dibujar,4
que edificios diseñar quiero sean funcionales,4
que edificios mis quiero sean funcionales inspiradores,4
en proyectos mis quiero combinar innovación tradición,4
me en proyectos la mis combinar innovación tradición gustaría,4
las mejorar de por en la estoy idea empresas eficiencia emocionado,0
me las mejorar que en la es empresas eficiencia algo entusiasma,0
siempre procesos de maneras optimizar los buscando reducir costos,0
siempre de maneras los buscando reducir costos,0
de maneras los buscando reducir costos,0
me cómo funcionan las de interesa producción cadenas,0
cómo funcionan las de curiosidad sobre producción tengo cadenas,0
cómo funcionan las de quiero producción cadenas saber,0
me tareas planificar gusta organizar complejas,0
me tareas planificar gusta organizar complejas,0
me tareas gusta organizar planear,0
las más quiero ayudar ser empresas competitivas,0
me las más ayudar ser empresas competitivas gustaría,0
las que más quiero empresas sean competitivas,0
me de diseñar estructuras gusta el desafío seguras,1
me diseñar estructuras gusta seguras,1
siempre me ha gustado de edificios la el diseño construcción,1
me de edificios la gusta el diseño construcción,1
disfruto de edificios la diseño construcción,1
de los en la problemas estoy para soluciones infraestructura interesado creación,1
de los quiero problemas para crear soluciones infraestructura,1
me de los problemas para crear soluciones infraestructura gustaría,1
me las que en proyectos participar mejoren ciudades gustaría,1
las que en proyectos quiero participar mejoren ciudades,1
me cómo las que se he ver gusta obras materializan planeado,1
me cómo ver mis gusta obras buen término llegan,1
me cómo las que he ver gusta obras buen término planeado llegan,1
me que la programas gusta vida crear faciliten diaria,2
me que la encanta programas vida crear faciliten diaria,2
siempre de estoy nuevos lenguajes programación aprendiendo,2
